UF_str;Pop_nr;Altitude_val;Area_val;Latitude_val;Longitude_val;Rendimentos_val;FPM_val;ReceitaTrib_val;QtdeDecl_nr;RendTrib_val
GO;14187;586,0;522,5;-15,5;49,69;2771,06;8966886,0;884243,0;963;38,56
GO;3153;807,0;626,7;-17,46;48,2;738,19;5378932,0;406614,0;351;17,46
GO;150005;1080,0;60,5;-16,07;47,98;26584,11;0,0;0,0;18785;963,72
GO;3813;609,0;519,2;-17,05;49,63;608,33;0,0;385440,0;256;8,66
GO;13343;1002,0;954,3;-16,74;48,52;4041,97;0,0;0,0;1265;49,31
GO;8053;646,0;737,3;-17,74;49,81;1473,88;5378932,0;1454931,0;1155;36,980000000000004
GO;5371;0,0;1060,2;-15,04;47,06;407,57;0,0;0,0;151;5,13
GO;5520;744,0;2181,6;-15,46;48,89;495,7;5240286,0;549057,0;160;5,960000000000001
MA;108765;240,0;5806,4;-4,95;47,5;12982,87;27012254,0;16153326,0;7967;331,99
MA;6277;76,0;371,3;-4,13;43,32;212,4;4995323,0;13697,0;121;4,88
MA;12146;21,0;443,3;-2,84;42,11;472,84;6660430,0;345857,0;211;6,49
MA;21652;32,0;1486,7;-2,41;44,41;1269,07;0,0;0,0;526;19,02
MA;25509;94,0;1942,1;-4,63;43,47;1065,69;11655753,0;869223,0;318;12,309999999999999
MA;11699;0,0;721,5;-4,06;45,5;436,61;0,0;0,0;126;5,12
MA;26056;50,0;383,3;-4,21;44,45;1273,52;0,0;0,0;324;10,08
MA;31271;0,0;1932,3;-3,69;45,9;1840,61;13320861,0;2126074,0;713;22,27
MA;10931;282,0;11132,1;-9,11;45,93;923,16;6660430,0;915586,0;790;28,15
MA;6731;0,0;502,4;-1,57;45,93;352,87;4995323,0;335217,0;158;5,4399999999999995
MA;39974;249,0;7438,0;-5,57;46,74;1765,54;14988968,0;962946,0;742;24,04
MA;26618;9,0;1011,1;-3,26;44,62;1141,16;0,0;0,0;497;18,85
MA;15057;82,0;608,3;-3,67;43,12;1103,75;0,0;0,0;490;16,68
MA;17712;0,0;353,2;-1,46;45,1;479,77;8325538,0;295172,0;287;8,149999999999999
MA;14843;0,0;805,2;-2,95;45,67;417,72;8325338,0;217718,0;170;5,52
MA;44800;6,0;1782,6;-2,89;41,9;1573,09;14985968,0;841792,0;710;26,28
MA;31944;10,0;3008,7;-4,89;46,01;1948,75;13320861,0;1203796,0;568;22,270000000000003
MA;29096;7,0;1100,3;-3,45;44,78;2492,43;0,0;0,0;1358;50,33
MA;11780;27,0;203,2;-2,84;44,05;607,94;6660430,0;344448,0;280;10,11
MA;102265;21,0;1683,1;-4,29;44,79;9211,22;24976614,0;3721463,0;5843;267,6
MA;16276;44,0;615,6;-2,97;44,32;628,4;8325538,0;15949563,0;465;17,91
MA;17280;15,0;787,9;-1,7;45,13;1132,26;0,0;0,0;356;15,19
MA;5477;15,0;674,5;-2,71;44,74;253,02;4995083,0;154883,0;103;2,95
MA;90679;247,0;13141,7;-7,53;46,04;10710,11;23311506,0;11935181,0;9437;384,25
MA;18223;108,0;2247,2;-6,76;43,02;1176,27;9990646,0;187345,0;766;31,6
MA;85603;83,0;5202,7;-5,51;45,24;7503,43;23292147,0;3686806,0;3841;136,73000000000002
MA;59623;4,0;3112,0;-2,75;42,83;2435,69;18316183,0;1926293,0;1380;49,47
MA;7191;92,0;499,4;-3,16;43,51;143,95;4995323,0;60124,0;117;2,6500000000000004
MA;10836;0,0;255,4;-3,73;45,31;555,88;6660430,0;183659,0;183;6,88
MA;5515;173,0;1781,7;-7,22;44,56;386,32;4995323,0;86352,0;144;4,35
MA;20837;17,0;769,0;-2,45;44,78;1009,74;9990646,0;394773,0;301;13,52
MA;5860;0,0;261,5;-4,58;44,76;379,17;4995323,0;199648,0;160;6,07
MA;8816;0,0;403,5;-1,79;46,3;321,86;4995323,0;375595,0;108;3,8
MA;40405;40,0;6590,5;-4,74;44,35;1878,07;6230047,0;8340374,0;695;26,5
MA;32133;0,0;2679,1;-4,42;46,77;1261,29;11655753,0;6751023,0;941;33,61
MA;15655;0,0;446,0;-4,22;45,04;559,28;8325538,0;217793,0;162;6,02
MA;35124;55,0;1074,6;-3,68;42,75;1381,77;13320861,0;625875,0;981;37,76
MA;4291;0,0;1059,3;-4,11;45,5;437,28;5895551,0;308679,0;81;2,71
MA;27864;227,0;1474,0;-3,94;42,93;1308,16;0,0;0,0;595;23,310000000000002
MA;23308;227,0;1582,5;-5,84;43,83;1339,42;9990646,0;645082,0;567;24,03
MA;69548;0,0;2545,6;-4,35;46,4;5328,38;19981291,0;3832833,0;2091;74,5
MA;15055;250,0;818,4;-5,59;47,02;695,95;0,0;0,0;242;7,68
MA;8762;48,0;705,6;-2,93;44,06;285,23;4995273,0;203479,0;134;5,15
MA;10876;18,0;908,7;-2,88;44,67;390,79;6660430,0;1037684,0;125;4,74
MA;18850;13,0;662,1;-3,32;45,01;592,49;9990646,0;279095,0;209;8,69
MA;13921;100,0;615,4;-6,17;47,36;995,4;0,0;0,0;548;19,16
MA;19567;10,0;1633,7;-1,45;45,72;1026,66;6990646,0;248156,0;333;12,76
MA;21299;25,0;773,0;-3,63;44,38;676,24;10055845,0;1401236,0;500;18,47
MA;10725;132,0;590,5;-4,73;44,33;591,47;6660430,0;1442343,0;254;9,67
MA;23902;167,0;6441,6;-7,33;47,47;2737,3;11655753,0;3419108,0;1632;66,19999999999999
MA;23021;26,0;1232,1;-1,2;46,02;1116,48;0,0;0,0;581;21,59
MA;160291;66,0;5150,6;-4,86;43,36;14374,51;65182151,0;7940426,0;8374;383,37
MA;10435;30,0;289,0;-2,0;44,54;574,31;0,0;0,0;175;5,99
MA;8354;45,0;319,1;-2,2;44,83;423,54;4995323,0;344814,0;108;3,7
MA;12713;0,0;1074,1;-2,37;46,0;134,51;6660430,0;422702,0;103;3,41
MA;20707;0,0;8258,4;-2,11;46,13;913,78;9990646,0;530723,0;248;8,7
MA;76972;105,0;3247,4;-3,74;43,36;4508,58;21648412,0;3060810,0;3164;130,74
MA;14238;241,0;1464,0;-5,17;47,78;962,68;8325538,0;1220166,0;483;18,15
MA;119962;47,0;4361,3;-4,46;43,89;8458,29;28306829,0;6382936,0;3728;159,37
MA;48078;81,0;975,5;-4,26;43,01;3573,41;16651076,0;1529773,0;1796;64,44
MA;40097;141,0;1980,5;-6,03;44,25;2651,45;14624653,0;1775018,0;1230;40,97
MA;15554;21,0;733,2;-3,83;44,89;510,03;0,0;0,0;196;6,41
MA;63497;35,0;2263,8;-4,13;44,12;3619,66;19981291,0;1460795,0;1808;61,77
MA;31027;12,0;1223,4;-1,83;44,87;2921,29;0,0;0,0;871;30,689999999999998
MA;12650;180,0;336,0;-5,56;47,43;866,4;6660430,0;470861,0;322;11,89
MA;22863;142,0;358,5;-5,03;44,44;2770,84;9990646,0;1474209,0;1120;42,43
MA;11015;74,0;317,9;-4,16;42,94;544,33;6660430,0;111445,0;243;8,42
MA;17238;90,0;480,9;-4,87;44,71;1514,63;9990646,0;709993,0;585;22,04
MA;39805;153,0;2719,0;-6,56;47,45;2877,92;13320861,0;7911199,0;2292;89,67
MA;8293;331,0;1473,4;-6,96;46,69;443,39;4995323,0;533950,0;196;6,97
MA;9932;210,0;5086,6;-6,15;44,89;266,88;4995323,0;429213,0;48;1,3399999999999999
MA;18337;288,0;3950,5;-6,44;46,19;673,33;0,0;0,0;423;14,23
MA;12360;430,0;1664,3;-6,96;46,18;772,65;6660430,0;180067,0;787;26,89
MA;15226;215,0;695,0;-5,73;44,16;1157,3;8325538,0;522112,0;475;19,41
MA;11262;10,0;674,4;-1,4;45,78;402,56;0,0;0,0;213;8,98
MA;17576;140,0;878,5;-5,15;44,3;1238,31;9990650,0;521743,0;441;18,130000000000003
MA;10531;145,0;450,9;-5,02;44,27;604,63;6660430,0;737508,0;270;13,69
MA;17430;208,0;615,8;-5,75;47,36;833,2;0,0;0,0;482;16,72
MA;16386;145,0;817,0;-5,32;44,25;882,58;8325538,0;441044,0;375;12,51
MA;7580;119,0;373,2;-5,47;44,07;333,06;0,0;0,0;176;5,5600000000000005
MA;10060;0,0;1160,5;-3,43;45,68;492,83;0,0;0,0;152;4,220000000000001
MA;25188;0,0;1037,1;-2,13;45,89;2275,82;11658081,0;1781712,0;691;24,13
MA;6147;192,0;271,4;-5,41;44,33;369,57;0,0;0,0;165;6,25
MA;66013;172,0;8830,9;-5,82;46,14;4427,36;19408568,0;3776460,0;3121;113,58
MA;11881;41,0;595,4;-2,13;44,6;825,48;6660430,0;629039,0;334;14,700000000000001
MA;27679;17,0;2131,3;-2,6;43,46;920,47;11901383,0;666015,0;300;10,25
MA;26240;12,0;1448,8;-2,78;44,07;1050,4;11655753,0;465045,0;296;11,620000000000001
MA;13567;0,0;368,7;-3,66;45,23;512,39;0,0;0,0;278;11,190000000000001
MA;11533;80,0;374,2;-4,57;44,83;666,24;6660430,0;580344,0;357;15,64
MA;252320;116,0;1369,0;-5,53;47,49;43897,09;66847259,0;33793249,0;28972;1345,56
MA;14298;110,0;1238,8;-5,14;45,79;1069,81;0,0;0,0;164;5,23
MA;65713;20,0;1471,4;-3,39;44,36;3183,99;19981291,0;5106345,0;2049;88,86
MA;25357;200,0;3581,7;-4,45;47,53;4112,0;11655753,0;1667651,0;1197;41,39
MA;9596;190,0;591,4;-5,82;44,22;520,43;4995323,0;651553,0;69;2,17
MA;16015;150,0;1962,9;-5,37;45,64;544,16;0,0;0,0;138;3,5700000000000003
MA;23338;291,0;636,9;-5,45;47,4;2293,78;10048376,0;891983,0;944;36,55
MA;15792;60,0;681,7;-4,93;44,68;750,26;8325538,0;589237,0;268;11,26
MA;3539;0,0;555,1;-1,84;46,09;297,71;4995323,0;149015,0;89;3,3899999999999997
MA;48511;95,0;1223,2;-4,55;45,12;3894,91;16651076,0;1641953,0;1811;61,64
MA;10565;90,0;309,0;-4,4;44,92;545,85;6660430,0;348880,0;194;7,550000000000001
MA;15820;16,0;623,2;-4,04;44,93;604,91;8325538,0;354642,0;218;9,14
MA;11005;200,0;1688,0;-6,05;43,53;431,17;6660430,0;95649,0;227;6,98
MA;8745;0,0;180,4;-4,5;44,9;510,32;4995323,0;179582,0;253;8,06
MA;12822;0,0;744,3;-4,81;45,33;347,87;6660611,0;574603,0;184;5,59
MA;7287;100,0;1047,7;-6,19;47,04;442,03;4995323,0;329732,0;164;4,67
MA;11612;82,0;321,9;-4,52;44,47;856,56;6660430,0;1256498,0;425;14,8
MA;11795;193,0;3596,8;-7,08;45,14;555,95;6660430,0;664860,0;356;11,93
MA;6744;5,0;464,1;-1,27;45,87;423,74;4995323,0;233872,0;147;5,4399999999999995
MA;18982;36,0;433,1;-3,4;42,2;603,62;9990646,0;1052952,0;497;15,23
MA;20549;0,0;629,3;-2,04;45,96;1480,12;0,0;0,0;495;18,380000000000003
MA;7689;0,0;1447,7;-4,6;45,58;474,4;4995323,0;74251,0;123;4,88
MA;15384;0,0;972,6;-2,31;45,84;322,8;8325538,0;589691,0;169;6,11
MA;16169;80,0;548,4;-3,63;43,11;628,46;0,0;0,0;354;14,9
MA;22673;39,0;408,7;-3,1;45,03;1148,68;9990646,0;418583,0;491;18,21
MA;32773;38,0;1976,1;-5,52;43,2;1562,88;13320861,0;1111632,0;467;18,76
MA;15758;30,0;794,6;-3,63;44,56;302,76;8325538,0;457608,0;96;2,91
MA;8261;20,0;634,7;-3,58;42,61;291,93;4995323,0;185544,0;78;2,09
MA;20586;186,0;8450,8;-6,37;44,36;1333,76;9995893,0;632221,0;475;19,02
MA;26979;62,0;341,1;-3,57;44,58;1564,98;11655753,0;1569823,0;575;22,380000000000003
MA;14570;31,0;687,7;-2,07;44,78;1065,92;8325838,0;23900,0;509;16,94
MA;32516;14,0;1302,0;-3,49;45,25;1729,38;13320911,0;303815,0;413;13,96
MA;9102;244,0;1488,3;-5,83;47,07;757,92;0,0;0,0;205;7,57
MA;18747;38,0;1715,1;-2,86;44,04;650,87;9990646,0;425691,0;399;14,35
MA;13746;15,0;572,5;-3,47;43,91;390,0;6660457,0;453209,0;220;9,97
MA;5183;400,0;743,1;-7,12;46,26;165,65;4995323,0;485847,0;187;5,789999999999999
MA;4595;178,0;976,8;-6,73;44,04;352,4;4995323,0;217987,0;103;4,890000000000001
MA;20184;0,0;2452,6;-2,85;45,69;1094,69;9990646,0;480844,0;347;12,89
MA;19009;30,0;695,3;-4,11;45,14;1183,9;9990646,0;562826,0;548;26,479999999999997
MA;14110;28,0;197,6;-3,0;45,0;544,59;7008555,0;87169,0;181;6,48
MA;115693;16,0;124,8;-2,53;44,11;10945,73;26641721,0;5705212,0;8413;380,47
MA;19213;20,0;525,6;-2,65;44,9;904,88;0,0;0,0;162;6,6899999999999995
MA;20768;282,0;530,5;-6,43;43,98;1634,61;9990646,0;601251,0;521;16,919999999999998
MA;34018;89,0;3439,2;-5,68;43,09;1589,0;13320861,0;1821149,0;699;25,67
MA;18387;243,0;1358,3;-6,18;43,78;900,34;9990646,0;823396,0;350;12,07
MA;18848;309,0;1635,3;-6,6;44,08;1031,2;9990646,0;536478,0;571;23,97
MA;15427;4,0;979,2;-2,72;42,53;429,72;8325538,0;185734,0;156;6,220000000000001
MA;20539;70,0;1053,4;-4,44;45,24;1075,8;9990646,0;579483,0;526;21,48
MA;38582;0,0;288,4;-4,57;44,59;4355,79;14985968,0;3617483,0;3296;126,16
MA;24183;38,0;1749,9;-2,97;45,35;783,61;9990646,0;380237,0;228;8,39
MA;36899;17,0;738,3;-3,29;45,17;1788,82;13320962,0;688331,0;472;18,52
MA;13989;11,0;405,3;-2,58;44,85;707,93;8325538,0;148756,0;171;7,92
MA;22369;53,0;824,7;-4,38;44,33;1064,8;0,0;0,0;534;18,62
MA;32037;19,0;244,8;-3,61;45,34;2307,03;13320861,0;2273794,0;1066;50,989999999999995
MA;80917;15,0;1513,0;-2,52;45,08;5671,57;21646399,0;4936860,0;3157;128,38
MA;21333;0,0;545,1;-3,83;45,15;1553,35;9990646,0;1515287,0;728;25,11
MA;18053;39,0;688,8;-3,73;44,22;768,08;9988068,0;425399,0;321;13,38
MA;18191;90,0;979,2;-4,67;44,85;1223,77;0,0;0,0;617;26,98
MA;22956;162,0;1417,5;-6,34;47,4;2470,94;9990258,0;2097840,0;1621;65,95
MA;5909;0,0;213,0;-1,89;44,61;408,38;0,0;0,0;77;2,32
MA;46369;112,0;771,6;-5,29;44,49;4591,56;16651076,0;1946941,0;2788;112,08
MA;12255;15,0;354,7;-2,93;44,07;403,7;6602838,0;290273,0;181;6,84
MA;6755;0,0;437,7;-2,39;45,82;337,2;4960614,0;232636,0;112;3,9000000000000004
MA;18210;29,0;724,2;-2,59;45,36;723,04;9994106,0;263829,0;151;5,63
MA;11206;58,0;459,4;-3,41;44,02;522,89;0,0;0,0;214;9,75
MA;14758;16,0;1367,7;-2,51;43,44;654,87;8249117,0;90898,0;79;2,73
MA;29167;3,0;64,4;-2,42;44,1;1274,96;11655753,0;868593,0;789;29,900000000000002
MA;19926;383,0;6373,0;-7,36;46,62;1528,78;9991343,0;3587180,0;699;27,299999999999997
MA;7563;156,0;750,6;-5,93;47,38;626,53;4995323,0;329213,0;204;6,57
MA;41349;14,0;685,0;-2,93;44,24;2393,39;0,0;0,0;1449;56,96
MA;5546;212,0;2478,7;-7,14;45,35;345,99;5051049,0;461851,0;169;6,449999999999999
MA;7503;180,0;602,3;-5,5;44,56;261,91;4995323,0;124939,0;86;2,57
MA;40518;29,0;2308,2;-2,23;45,3;2613,64;14985968,0;971782,0;859;33,23
MA;82680;24,0;410,0;-3,67;45,38;8442,35;21646399,0;5012560,0;6026;243,07
MA;75762;60,0;4766,1;-3,96;45,66;4512,32;21372850,0;5259838,0;2068;80,72999999999999
MA;24507;0,0;897,1;-2,5;45,78;1184,15;9990646,0;973636,0;657;22,240000000000002
MA;24879;36,0;1917,6;-3,52;42,55;1787,47;11655753,0;1183651,0;456;15,36
MA;35364;28,0;706,4;-3,14;44,33;1681,64;13320860,0;1085269,0;888;29,47
MA;12761;33,0;932,0;-3,12;42,41;435,69;6704209,0;141132,0;105;3,21
MA;15110;10,0;1601,2;-2,5;43,25;313,77;0,0;0,0;105;3,24
MA;14270;129,0;770,9;-4,87;44,37;1007,88;8325538,0;4916742,0;436;22,740000000000002
MA;18189;34,0;931,5;-3,33;43,53;627,36;9990646,0;475895,0;361;13,92
MA;43447;2,0;459,1;-2,7;44,82;2102,51;14985968,0;1206024,0;997;38,38
MA;27599;43,0;1006,9;-3,36;42,42;1062,72;11655753,0;702933,0;725;20,78
MA;7187;308,0;960,9;-6,81;44,64;380,22;0,0;0,0;219;7,43
MA;33716;191,0;1152,0;-5,58;44,39;2991,51;13320861,0;768282,0;1074;36,91
MA;4554;188,0;2032,4;-7,08;44,81;368,96;4995323,0;279010,0;116;4,86
MA;11242;255,0;745,6;-5,12;47,39;638,63;6660430,0;112434,0;238;8,07
MA;11961;76,0;2347,2;-6,25;42,86;631,45;0,0;0,0;222;7,64
MA;20195;29,0;690,7;-2,96;44,81;1498,19;9990646,0;445929,0;288;12,04
MA;15558;50,0;615,7;-3,55;46,26;694,32;6660430,0;424356,0;226;7,3999999999999995
MA;10933;230,0;2053,8;-6,46;47,06;868,44;0,0;0,0;364;11,120000000000001
MA;17956;153,0;1438,1;-5,11;43,81;732,98;9990646,0;664818,0;164;4,4
MA;25287;328,0;1500,6;-6,5;43,7;2274,74;11655753,0;966882,0;1496;58,76
MA;172402;20,0;388,4;-2,56;44,05;13742,5;66847169,0;19822939,0;12275;531,83
MA;7501;80,0;362,7;-5,05;44,58;452,63;4995323,0;13837,0;105;3,29
MA;1064197;24,0;834,8;-2,53;44,3;215331,64;344037690,0;430002717,0;151551;9187,08
MA;18807;44,0;968,6;-4,39;44,65;1138,44;9990646,0;300721,0;395;20,06
MA;40341;44,0;783,2;-4,04;44,48;2734,82;14985968,0;1860594,0;1334;44,99
MA;12349;171,0;720,5;-5,09;48,43;979,75;6660430,0;2541229,0;342;13,5
MA;4542;342,0;979,6;-6,83;46,53;202,66;4995323,0;348564,0;166;5,0
MA;18255;225,0;3521,5;-7,02;45,48;1562,9;9990646,0;908928,0;1007;36,71
MA;5387;180,0;419,4;-5,1;45,08;343,65;4995323,0;254290,0;58;1,1099999999999999
MA;6432;100,0;227,5;-5,02;44,99;151,0;0,0;0,0;88;2,83
MA;21591;16,0;390,8;-2,89;44,88;1048,66;0,0;0,0;319;11,76
MA;13231;0,0;441,8;-3,85;45,27;517,61;6660430,0;261742,0;144;5,0600000000000005
MA;10763;149,0;426,4;-5,26;44,06;568,01;6660429,0;128636,0;136;4,49
MA;14195;180,0;1236,7;-5,44;47,29;1028,37;9990646,0;155563,0;497;17,62
MA;10758;0,0;1207,1;-1,86;45,12;391,49;0,0;0,0;95;3,19
MA;17559;260,0;3114,9;-5,88;46,7;1135,77;9990646,0;1299821,0;486;13,83
MA;10444;485,0;1074,5;-6,48;44,19;573,38;0,0;0,0;222;8,39
MA;5519;290,0;565,0;-6,41;43,55;288,18;4995323,0;65503,0;64;2,13
MA;8219;242,0;4383,0;-8,48;45,74;421,01;4995323,0;2102334,0;427;17,369999999999997
MA;28442;49,0;1486,6;-4,26;43,94;1340,81;0,0;0,0;479;21,84
MA;163342;69,0;1743,2;-5,09;42,84;13339,51;65182573,0;6109761,0;8066;335,5
MA;20747;0,0;222,9;-4,57;44,62;1333,74;9989646,0;3921,0;787;24,189999999999998
MA;5699;0,0;271,0;-3,73;45,55;193,49;4995323,0;284882,0;94;2,93
MA;40566;320,0;3390,0;-5,26;44,65;2243,77;14985968,0;404586,0;817;30,57
MA;34694;5,0;2578,5;-1,66;45,37;1654,84;13473978,0;467721,0;418;15,6
MA;24559;0,0;1511,8;-2,2;45,34;849,98;9985730,0;645103,0;220;6,52
MA;56501;20,0;1651,6;-2,76;42,27;2236,06;18316183,0;1277631,0;1169;45,83
MA;31840;41,0;1207,6;-3,21;43,4;857,22;0,0;0,0;616;21,97
MA;53918;43,0;1957,7;-3,54;43,92;1776,73;16651076,0;1594935,0;1142;41,019999999999996
MA;50976;22,0;1168,4;-3,22;45,0;3254,15;0,0;0,0;1360;52,9
MA;12661;307,0;1188,8;-4,99;47,99;495,5;6672703,0;762669,0;333;13,57
MA;31923;13,0;716,7;-3,46;44,87;2436,41;13320861,0;1501360,0;1033;35,44
MA;30937;50,0;1305,1;-4,29;45,25;2262,9;0,0;0,0;883;37,59
MA;50190;0,0;2416,1;-3,27;45,66;3517,9;16571536,0;1128771,0;1829;61,400000000000006
MG;6992;742,0;881,1;-18,49;47,4;1179,82;5816905,0;798709,0;572;16,39
MG;23494;647,0;1817,1;-19,16;45,45;5604,63;0,0;0,0;2157;98,17
MG;13711;548,0;470,6;-20,3;42,48;2095,67;0,0;0,0;969;38,59
MG;4050;421,0;101,9;-20,36;43,14;524,65;5816905,0;240493,0;216;7,96
MG;10216;472,0;815,4;-19,07;42,55;1027,53;7755873,0;1086092,0;403;15,47
MG;14856;407,0;1320,3;-18,0;42,39;2195,25;9694841,0;740589,0;596;16,19
MG;2067;543,0;491,0;-20,06;48,11;538,86;5326497,0;686926,0;205;7,890000000000001
MG;4332;823,0;232,1;-20,94;45,39;744,17;5816905,0;189308,0;213;7,27
MG;19248;273,0;820,1;-17,08;40,94;1998,17;11633809,0;1657720,0;1330;50,379999999999995
MG;13378;758,0;1258,8;-15,75;41,46;1115,43;7755873,0;626474,0;354;13,56
MG;25685;80,0;1348,8;-19,5;41,06;4436,38;13572777,0;3051033,0;2016;87,0
MG;6257;974,0;649,7;-21,98;44,6;1428,11;5816939,0;656154,0;382;18,259999999999998
MG;2764;1132,0;161,4;-22,17;44,64;396,95;0,0;0,0;129;5,18
MG;3025;1011,0;58,0;-22,2;46,62;605,02;5816905,0;425520,0;257;7,96
MG;35641;140,0;510,4;-21,89;42,7;9750,64;15511745,0;6082965,0;4122;181,22
MG;78176;881,0;850,4;-21,43;45,95;23552,73;25237550,0;17336539,0;9929;516,06
MG;6566;1052,0;130,8;-21,15;43,78;720,58;5816905,0;398337,0;318;13,25
MG;41028;187,0;2294,4;-16,18;40,69;5674,98;0,0;0,0;3280;139,37
MG;7458;192,0;167,0;-18,97;41,97;1010,86;0,0;0,0;356;13,32
MG;19513;876,0;454,8;-20,86;46,39;4047,57;11633809,0;1733870,0;1715;73,49
MG;14371;843,0;362,0;-21,25;46,14;2457,27;9694841,0;1160648,0;587;25,57
MG;5655;1000,0;103,7;-20,43;41,87;1358,35;5817801,0;383688,0;503;11,85
MG;12006;793,0;518,1;-21,03;43,41;1686,64;0,0;0,0;404;18,45
MG;4343;390,0;278,2;-19,42;41,73;545,57;5816905,0;465953,0;168;5,49
MG;15630;572,0;599,4;-20,11;43,05;2508,7;9694841,0;702568,0;929;40,879999999999995
MG;3661;657,0;374,0;-18,74;43,37;380,94;5816905,0;3541220,0;201;7,6000000000000005
MG;4997;580,0;145,9;-20,51;42,8;637,1;5816904,0;131353,0;203;7,4
MG;39761;913,0;469,4;-22,07;46,57;11713,56;15511745,0;5558309,0;4240;177,07
MG;9372;721,0;695,7;-15,97;41,5;664,34;5816905,0;415329,0;245;8,620000000000001
MG;12507;998,0;1005,3;-21,74;44,31;2570,86;7755873,0;997315,0;913;42,11
MG;8416;891,0;185,2;-17,6;42,16;1071,36;5816905,0;199040,0;210;6,85
MG;11534;1058,0;529,9;-21,32;43,75;1832,15;0,0;0,0;719;34,46
MG;9711;398,0;787,1;-19,65;42,87;1230,83;0,0;0,0;447;17,0
MG;1685;312,0;83,8;-21,02;42,11;310,68;5816905,0;109884,0;132;4,66
MG;2344;739,0;186,5;-19,2;44,25;337,11;5816910,0;129156,0;150;5,2
MG;2112;573,0;106,6;-21,34;43,38;295,21;0,0;0,0;92;3,4299999999999997
MG;37220;307,0;2236,3;-16,85;42,07;4658,18;15511745,0;2607537,0;2231;98,48
MG;115632;921,0;2729,5;-18,65;48,19;32361,3;31023491,0;23635168,0;16104;763,1600000000001
MG;2884;1049,0;89,4;-21,91;44,26;410,39;0,0;0,0;151;5,75
MG;8478;1040,0;303,8;-20,67;42,52;733,65;2307096,0;224426,0;254;8,0
MG;6593;461,0;295,8;-18,44;49,19;1479,09;0,0;0,0;761;32,33
MG;2870;1031,0;173,9;-19,03;46,16;760,81;5816905,0;300478,0;255;9,4
MG;8645;821,0;245,7;-19,95;45,17;1298,31;0,0;0,0;598;22,08
MG;101136;997,0;1164,4;-19,59;46,94;26328,15;29084522,0;22710993,0;18450;943,4
MG;10262;693,0;162,9;-21,36;46,94;1805,96;5816905,0;1145344,0;778;32,99
MG;38946;740,0;509,9;-20,28;45,54;8583,11;15511745,0;6065030,0;5076;230,18
MG;14624;815,0;283,1;-21,36;46,15;3388,89;9694841,0;1046354,0;1243;54,620000000000005
MG;2907;250,0;159,4;-21,61;42,84;549,32;5816905,0;205585,0;157;5,74
MG;5078;682,0;243,3;-17,87;42,56;321,45;5816905,0;230471,0;119;4,2
MG;18210;509,0;5279,4;-15,92;46,11;2086,37;11633809,0;3060461,0;989;37,29
MG;13840;257,0;158,9;-21,32;42,86;2560,48;0,0;0,0;1013;38,989999999999995
MG;14188;240,0;1837,0;-18,04;41,11;1862,36;9694841,0;493911,0;722;22,130000000000003
MG;5051;534,0;1254,8;-18,11;44,27;707,81;5816905,0;894259,0;191;7,0
MG;19117;893,0;750,6;-21,96;44,89;3428,86;11633809,0;1107377,0;1403;59,2
MG;8082;603,0;556,3;-19,29;43,96;1284,89;5816905,0;591482,0;433;16,93
MG;23759;706,0;1455,8;-20,01;45,98;5229,29;11150724,0;4241832,0;2397;108,47999999999999
MG;5039;292,0;483,8;-15,88;40,56;453,38;0,0;0,0;140;4,550000000000001
MG;5639;962,0;47,1;-21,73;46,39;1148,29;5816905,0;503314,0;446;15,440000000000001
MG;30893;740,0;340,6;-19,95;43,49;3994,59;13572859,0;6151062,0;4268;188,0
MG;5738;205,0;198,3;-21,25;42,24;809,97;0,0;0,0;264;9,24
MG;133972;1164,0;759,2;-21,23;43,77;31766,67;32919051,0;24463758,0;17737;1079,37
MG;5893;400,0;383,6;-20,28;43,04;861,98;4702914,0;498962,0;169;6,64
MG;20590;922,0;82,1;-21,19;43,98;3366,1;11633809,0;2071143,0;2113;93,64
MG;10362;686,0;109,1;-19,83;43,09;1542,2;5816905,0;1713710,0;906;36,16
MG;3500;493,0;393,1;-21,95;43,42;508,76;0,0;0,0;172;6,13
MG;2491109;858,0;331,4;-19,92;43,94;1226408,08;330276182,0;1965809177,0;609858;40537,66
MG;25329;300,0;334,9;-19,22;42,48;2650,61;11633809,0;7823022,0;2091;78,22
MG;7803;832,0;365,9;-20,41;44,02;1206,88;5567914,0;870324,0;535;19,810000000000002
MG;12469;401,0;587,1;-16,95;42,47;1184,07;7755873,0;519936,0;383;14,46
MG;4656;278,0;427,8;-17,06;40,57;359,08;0,0;0,0;102;3,59
MG;4630;692,0;488,8;-15,61;41,75;228,88;0,0;0,0;133;4,08
MG;412003;860,0;342,8;-19,97;44,2;61574,41;54881015,0;142588510,0;46093;2118,89
MG;3724;763,0;283,5;-21,61;43,76;439,74;5816905,0;261310,0;80;2,8800000000000003
MG;14342;601,0;140,1;-21,73;43,06;4219,8;9694841,0;1197537,0;1579;79,91
MG;2652;629,0;458,9;-18,78;45,5;491,19;5816905,0;176372,0;245;6,99
MG;40155;775,0;860,7;-21,09;45,57;10202,31;17450714,0;4136527,0;4130;159,8
MG;5169;1210,0;503,8;-22,17;44,39;1041,15;0,0;0,0;339;8,559999999999999
MG;49293;698,0;3227,6;-17,11;43,82;6058,86;19389682,0;3603631,0;3559;136,92
MG;48802;769,0;1223,9;-19,74;45,25;12073,69;19389682,0;8193771,0;7102;380,98
